CLAIM_STATUS,PREMIUM_AMOUNT,CLAIM_AMOUNT,AGE,TENURE,NO_OF_FAMILY_MEMBERS,INCIDENT_HOUR_OF_THE_DAY,CLAIM_TO_PREMIUM_RATIO,REPORT_DELAY_DAYS,POLICY_DURATION_DAYS,INSURANCE_TYPE,MARITAL_STATUS,EMPLOYMENT_STATUS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE
0,96.15,5000,32,110,4,23,52.002080083203325,1,3615,Travel,N,Y,L,Mortgage,MI,,Total Loss,Police,1,1,CO
0,94.3,15000,47,84,7,20,159.06680805938495,0,3189,Property,Y,Y,M,Rent,LI,Bachelor,Minor Loss,Ambulance,1,1,AL
0,53.44,4000,61,11,5,20,74.8502994011976,5,2065,Travel,Y,Y,M,Rent,MI,Bachelor,Major Loss,,1,1,DC
0,135.07,32000,29,108,6,5,236.9141926408529,3,3149,Property,N,Y,H,Own,MI,High School,Total Loss,Ambulance,1,1,CA
0,145.92,11000,60,41,4,6,75.38377192982456,0,2804,Health,Y,Y,M,Rent,HI,Bachelor,Total Loss,Ambulance,0,1,AL
0,148.66,16000,61,11,7,2,107.6281447598547,3,2828,Health,Y,Y,L,Rent,LI,Bachelor,Minor Loss,Police,1,1,MA
0,130.11,13000,56,20,3,11,99.91545615248634,5,1392,Property,Y,Y,H,Rent,MI,High School,Major Loss,Ambulance,0,1,AK
0,9.68,400,57,91,5,6,41.32231404958678,3,2785,Mobile,Y,Y,H,Rent,HI,High School,Total Loss,Police,1,0,FL
0,87.89,2000,51,118,5,18,22.755717373990215,5,3051,Travel,Y,Y,M,Mortgage,MI,Masters,Total Loss,Police,1,0,GA
0,57.47,1000,62,117,2,4,17.400382808421785,5,1189,Travel,N,Y,H,Own,MI,Bachelor,Minor Loss,Ambulance,1,1,TN
0,69.5,35000,40,97,4,17,503.59712230215825,5,1938,Life,Y,Y,H,Mortgage,LI,PhD,Total Loss,Other,1,0,AL
0,83.46,99000,38,24,4,12,1186.196980589504,1,2123,Life,Y,Y,M,Rent,HI,Bachelor,Major Loss,Ambulance,1,1,CA
0,7.92,400,27,22,2,20,50.505050505050505,3,788,Mobile,Y,Y,L,Rent,HI,MD,Minor Loss,Police,1,0,TN
0,71.18,7000,27,21,2,6,98.34223096375385,2,2198,Motor,Y,N,L,Own,LI,,Minor Loss,Other,1,0,MA
0,181.29,6000,63,59,2,4,33.09614429918915,0,2478,Health,N,Y,H,Mortgage,MI,Bachelor,Major Loss,,1,1,CA
0,91.27,2000,56,86,3,20,21.913005368686317,3,1367,Travel,Y,Y,M,Mortgage,LI,College,Major Loss,,1,1,FL
0,82.11,2000,53,111,3,17,24.357569114602363,3,2182,Travel,Y,Y,L,Rent,MI,High School,Major Loss,,1,1,GA
0,78.65,3000,41,14,2,10,38.14367450731087,0,2647,Motor,N,Y,M,Rent,LI,Bachelor,Total Loss,Other,1,0,CA
0,65.44,4000,41,100,6,7,61.12469437652812,0,1482,Travel,Y,Y,L,Rent,HI,Bachelor,Total Loss,Ambulance,1,1,MA
0,80.75,16000,35,80,6,4,198.14241486068113,3,2894,Life,Y,Y,L,Rent,HI,Masters,Minor Loss,Ambulance,0,1,AZ
0,95.58,5000,59,77,4,11,52.31219920485457,5,1813,Motor,Y,Y,M,Mortgage,HI,MD,Major Loss,,0,0,GA
0,88.24,4000,62,13,3,23,45.33091568449683,5,2752,Travel,Y,Y,H,Rent,LI,High School,Total Loss,Ambulance,1,1,KY
1,106.79,17000,53,56,5,14,159.19093548085027,5,3286,Property,Y,Y,L,Rent,MI,MD,Major Loss,Police,0,0,CA
0,97.11,12000,30,90,6,18,123.57120790855731,5,2021,Property,Y,Y,H,Own,MI,High School,Minor Loss,Other,1,0,FL
0,151.43,13000,42,72,4,5,85.84824671465363,3,294,Property,N,Y,M,Rent,HI,Bachelor,Total Loss,Ambulance,1,1,CA
1,74.48,11000,25,16,5,5,147.6906552094522,0,3627,Life,Y,Y,H,Rent,LI,High School,Total Loss,,1,1,MA
0,116.93,15000,58,104,5,15,128.2818780466946,0,2243,Property,Y,Y,H,Mortgage,HI,College,Minor Loss,Ambulance,1,1,CT
1,60.07,45000,47,53,3,20,749.1260196437489,5,3225,Life,Y,Y,M,Mortgage,HI,High School,Major Loss,Ambulance,1,0,MA
0,190.93,1000,46,12,7,2,5.237521604776619,5,2633,Health,Y,Y,L,Own,MI,Bachelor,Major Loss,Other,1,0,VT
0,111.07,19000,50,115,3,16,171.06329341856488,5,3420,Property,Y,Y,H,Rent,MI,Bachelor,Minor Loss,Other,0,1,DC
0,119.13,13000,50,84,7,10,109.1244858557878,5,3211,Health,Y,Y,M,Own,MI,Masters,Major Loss,,1,0,MD
0,76.13,3000,29,73,4,15,39.40627873374491,0,272,Travel,Y,Y,L,Mortgage,MI,High School,Minor Loss,,1,1,AZ
0,8.51,500,32,46,4,2,58.75440658049354,5,250,Mobile,Y,Y,H,Own,LI,Bachelor,Minor Loss,,1,1,DC
0,118.33,7000,50,73,4,3,59.15659596044959,5,2263,Health,Y,Y,H,Own,MI,High School,Major Loss,,1,1,CT
0,137.68,15000,41,49,6,1,108.94828588030215,5,1199,Property,Y,Y,M,Own,MI,Masters,Total Loss,,0,1,MA
1,98.28,49000,62,108,3,15,498.57549857549856,3,621,Life,Y,N,M,Rent,LI,High School,Total Loss,Ambulance,1,1,CA
0,111.12,34000,43,91,6,6,305.97552195824335,5,693,Property,Y,Y,L,Mortgage,MI,College,Major Loss,Ambulance,1,1,AZ
0,92.14,1000,32,22,6,7,10.853049706967658,5,475,Motor,Y,Y,M,Mortgage,LI,MD,Major Loss,Other,1,1,FL
1,53.47,5000,31,99,3,16,93.5103796521414,3,1852,Travel,Y,Y,H,Own,MI,High School,Minor Loss,Ambulance,0,1,CA
0,133.58,30000,50,23,2,15,224.58451864051503,0,712,Property,N,Y,L,Mortgage,MI,PhD,Total Loss,Ambulance,1,1,TN
0,129.55,5000,45,51,4,8,38.595137012736394,2,3093,Health,N,Y,M,Rent,HI,MD,Total Loss,Ambulance,1,1,CO
0,136.01,5000,37,88,6,15,36.76200279391222,5,1081,Motor,N,Y,L,Mortgage,MI,PhD,Major Loss,Other,0,1,VT
0,149.02,2000,36,109,2,19,13.421017313112333,5,3320,Health,N,Y,H,Mortgage,MI,Masters,Major Loss,Ambulance,0,1,CO
0,120.41,10000,60,40,7,1,83.04958059961797,1,263,Property,Y,Y,H,Mortgage,LI,High School,Major Loss,Ambulance,0,1,CA
0,7.03,700,28,105,4,11,99.57325746799431,5,2692,Mobile,N,Y,M,Mortgage,MI,High School,Total Loss,Ambulance,1,0,VT
0,127.6,28000,46,111,5,7,219.43573667711598,5,180,Property,Y,Y,L,Own,MI,High School,Total Loss,Other,0,1,FL
0,80.98,30000,61,109,5,20,370.4618424302297,5,2164,Property,N,Y,L,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,1,MA
0,73.52,55000,36,25,5,16,748.0957562568009,1,2124,Life,Y,Y,M,Rent,MI,College,Total Loss,,1,1,CT
0,57.72,5000,43,35,5,17,86.62508662508662,5,1694,Travel,N,N,M,Mortgage,MI,MD,Major Loss,Ambulance,0,1,VT
0,10.61,700,28,92,6,7,65.97549481621112,5,1070,Mobile,Y,Y,L,Mortgage,HI,Bachelor,Total Loss,Ambulance,1,1,CT
0,74.66,63000,37,79,6,8,843.8253415483525,5,2379,Life,Y,Y,M,Rent,LI,College,Total Loss,Other,1,1,AR
0,77.35,1000,53,46,2,0,12.92824822236587,5,3044,Travel,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Ambulance,1,1,MA
0,130.65,39000,63,83,5,13,298.5074626865671,5,1249,Property,Y,Y,M,Mortgage,LI,Bachelor,Total Loss,Police,0,1,AR
0,10.2,400,55,79,4,8,39.21568627450981,0,1924,Mobile,Y,Y,M,Mortgage,MI,Masters,Total Loss,,1,0,KY
0,123.3,1000,54,31,7,7,8.110300081103,5,123,Motor,N,Y,L,Rent,LI,Bachelor,Total Loss,Ambulance,0,1,CA
0,90.32,5000,26,106,6,0,55.35872453498672,2,2930,Motor,Y,Y,M,Mortgage,HI,Bachelor,Total Loss,Other,1,1,FL
0,10.18,200,62,107,3,19,19.64636542239686,1,130,Mobile,Y,Y,M,Rent,MI,High School,Major Loss,Ambulance,1,1,VT
0,190.93,4000,45,8,7,14,20.950086419106476,5,657,Health,Y,Y,H,Mortgage,HI,Bachelor,Major Loss,Ambulance,1,1,CT
0,11.64,100,59,103,3,6,8.59106529209622,1,647,Mobile,Y,Y,M,Mortgage,LI,Bachelor,Major Loss,Police,0,1,OK
1,74.82,6000,35,50,5,2,80.1924619085806,0,2312,Motor,N,Y,M,Mortgage,MI,Bachelor,Minor Loss,,0,1,AK
0,98.9,3000,28,50,6,6,30.333670374115265,2,898,Travel,N,Y,L,Rent,LI,Bachelor,Total Loss,Ambulance,1,1,MA
0,70.94,4000,50,95,4,10,56.385678037778405,5,608,Motor,Y,Y,M,Rent,LI,PhD,Total Loss,Ambulance,0,1,CA
0,106.17,2000,29,30,5,23,18.83771310162946,3,486,Motor,Y,Y,M,Rent,LI,High School,Minor Loss,,1,1,KY
0,88.45,80000,47,12,3,6,904.4657998869418,3,3401,Life,Y,Y,L,Rent,MI,MD,Major Loss,Ambulance,1,1,MD
0,75.38,4000,38,9,3,10,53.06447333510215,5,229,Travel,Y,N,M,Mortgage,LI,,Major Loss,Police,0,0,CO
0,57.15,54000,33,6,2,13,944.8818897637796,5,2293,Life,Y,Y,M,Own,MI,,Minor Loss,,0,1,AK
0,73.44,1000,57,95,2,18,13.616557734204793,1,1485,Motor,Y,Y,L,Mortgage,HI,Bachelor,Major Loss,Ambulance,1,1,AK
0,9.6,200,25,48,3,11,20.833333333333336,5,2676,Mobile,Y,Y,M,Rent,MI,High School,Minor Loss,Other,1,0,FL
1,129.97,4000,39,17,7,6,30.77633299992306,3,2014,Motor,N,N,M,Own,HI,High School,Major Loss,Other,0,1,AK
0,52.48,73000,34,13,2,16,1391.0060975609756,1,714,Life,Y,Y,L,Rent,LI,High School,Minor Loss,Ambulance,1,1,OK
0,134.18,4000,31,7,6,1,29.81070204203309,5,2315,Motor,Y,Y,L,Mortgage,HI,MD,Minor Loss,Police,1,1,AL
0,66.98,5000,33,59,5,19,74.6491489997014,5,301,Travel,Y,Y,L,Own,HI,Bachelor,Major Loss,Ambulance,1,1,CA
0,7.38,400,52,31,7,23,54.200542005420054,5,1309,Mobile,Y,Y,H,Own,MI,High School,Total Loss,Police,1,0,DC
0,149.03,2000,36,111,5,19,13.42011675501577,3,2011,Health,Y,Y,M,Mortgage,MI,College,Major Loss,,1,0,CT
0,134.54,6000,36,38,2,1,44.59640255686042,0,2127,Motor,N,Y,L,Rent,MI,High School,Total Loss,Police,1,0,AR
0,61.82,1000,52,31,4,1,16.175994823681656,5,2003,Travel,Y,Y,M,Rent,LI,High School,Total Loss,Ambulance,1,0,AK
0,89.56,5000,48,26,2,12,55.828494863778474,0,712,Travel,Y,Y,M,Mortgage,HI,High School,Major Loss,Ambulance,1,0,CT
0,72.49,1000,63,97,5,1,13.795006207752795,0,512,Travel,Y,Y,M,Rent,MI,High School,Total Loss,Police,0,1,AL
0,82.7,72000,49,119,7,5,870.6166868198306,1,249,Life,Y,N,L,Rent,MI,Bachelor,Total Loss,Police,1,0,KY
0,131.7,11000,26,6,7,20,83.52315869400152,0,2398,Health,Y,Y,M,Rent,MI,High School,Major Loss,,1,0,OK
0,153.34,27000,62,59,6,12,176.07930089996086,2,1988,Property,N,Y,M,Mortgage,MI,PhD,Major Loss,Other,1,0,AK
0,180.34,12000,62,86,3,23,66.54097815237884,5,2838,Health,Y,Y,M,Rent,MI,Bachelor,Total Loss,Ambulance,1,1,CO
0,8.74,100,45,68,7,6,11.441647597254004,3,452,Mobile,Y,Y,M,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,1,AK
0,85.41,29000,27,52,4,6,339.53869570307927,5,517,Property,Y,Y,M,Mortgage,LI,High School,Major Loss,Ambulance,0,1,KY
0,141.15,11000,46,80,2,10,77.93127878143818,3,678,Health,Y,Y,M,Own,MI,High School,Minor Loss,Other,1,1,KY
0,8.58,700,56,86,7,6,81.58508158508158,5,1032,Mobile,Y,Y,L,Mortgage,HI,High School,Total Loss,Ambulance,1,1,AZ
0,120.98,19000,27,97,4,12,157.05075219044468,5,2897,Property,Y,Y,M,Rent,MI,Bachelor,Minor Loss,Police,1,1,CT
0,8.25,200,49,8,3,14,24.242424242424242,1,3105,Mobile,N,N,L,Own,MI,College,Total Loss,Police,1,1,AL
0,93.9,2000,64,117,5,3,21.299254526091584,3,1008,Motor,N,Y,L,Rent,MI,High School,Major Loss,Police,0,1,DC
0,7.7,200,40,46,2,6,25.974025974025974,0,3086,Mobile,Y,Y,M,Own,MI,,Minor Loss,,1,0,FL
0,117.02,19000,56,37,5,19,162.36540762262862,5,2094,Health,Y,Y,H,Own,HI,,Minor Loss,Ambulance,0,0,CO
1,113.93,10000,63,40,6,6,87.77319406653207,5,2870,Health,Y,Y,M,Rent,MI,MD,Major Loss,Ambulance,0,1,OK
0,127.79,36000,54,109,5,10,281.7121840519602,1,3278,Property,Y,Y,L,Rent,MI,High School,Minor Loss,Police,1,1,GA
0,115.54,5000,29,117,5,5,43.275056257573134,0,3000,Motor,Y,Y,H,Own,HI,Masters,Total Loss,Ambulance,1,0,CA
0,75.85,60000,25,102,4,12,791.0349373764009,5,1023,Life,Y,Y,L,Mortgage,MI,Bachelor,Total Loss,Police,0,0,KY
0,159.98,25000,52,119,3,1,156.26953369171147,5,880,Property,Y,Y,L,Rent,MI,Bachelor,Total Loss,,0,1,AK
0,8.6,400,54,82,2,15,46.51162790697675,3,2481,Mobile,N,Y,L,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,0,CO
0,145.0,23000,60,12,3,10,158.6206896551724,0,3010,Property,Y,Y,L,Rent,MI,Bachelor,Minor Loss,Ambulance,1,0,AZ
0,93.84,44000,36,84,3,11,468.8832054560955,5,330,Life,N,Y,M,Mortgage,MI,Bachelor,Major Loss,,0,0,MD
0,52.94,47000,36,18,5,8,887.7975066112581,1,3498,Life,Y,Y,M,Mortgage,HI,High School,Total Loss,Other,0,1,DC
0,149.77,27000,36,6,2,1,180.27642384990318,3,1618,Property,Y,Y,M,Rent,MI,PhD,Minor Loss,Ambulance,1,1,CO
0,103.98,25000,44,67,5,0,240.43085208693978,1,2369,Property,Y,N,M,Mortgage,LI,Masters,Total Loss,Other,1,1,DC
0,138.1,23000,64,109,7,6,166.545981173063,2,3078,Property,Y,Y,M,Mortgage,MI,High School,Total Loss,Ambulance,1,1,TN
0,82.08,89000,43,113,3,12,1084.307992202729,5,597,Life,Y,Y,M,Own,MI,MD,Major Loss,,0,1,CO
0,56.26,70000,61,22,4,19,1244.2232492001422,2,1432,Life,Y,Y,M,Rent,MI,High School,Total Loss,Ambulance,1,0,AZ
0,74.96,1000,51,51,4,13,13.340448239060834,5,2811,Travel,Y,Y,L,Mortgage,MI,Bachelor,Total Loss,Ambulance,1,0,GA
0,9.51,100,51,29,6,4,10.515247108307046,1,1697,Mobile,Y,N,L,Rent,HI,Bachelor,Minor Loss,Other,1,1,VT
1,107.93,19000,59,36,6,10,176.04002594274064,5,2421,Health,N,Y,M,Mortgage,MI,College,Major Loss,Ambulance,0,0,TN
0,105.12,21000,62,86,6,8,199.7716894977169,5,2010,Property,Y,Y,M,Own,MI,PhD,Major Loss,Ambulance,0,1,AR
0,87.66,21000,43,60,3,5,239.56194387405887,5,1198,Property,Y,Y,M,Own,LI,High School,Major Loss,,1,1,MA
0,149.62,25000,31,56,2,15,167.08996123512898,3,3162,Property,Y,Y,H,Rent,LI,High School,Minor Loss,Ambulance,0,1,MA
0,103.16,3000,62,115,7,0,29.081039162466073,2,1767,Motor,Y,Y,M,Own,LI,High School,Minor Loss,,0,0,CT
0,151.57,5000,30,102,7,22,32.98805832288711,5,2424,Health,Y,Y,H,Own,MI,Masters,Total Loss,,1,1,VT
0,124.6,5000,28,22,7,22,40.12841091492777,5,3028,Motor,Y,N,M,Own,MI,Bachelor,Total Loss,Other,0,1,MA
1,106.34,8000,37,74,6,3,75.23039307880383,3,2015,Motor,Y,Y,M,Own,MI,Bachelor,Minor Loss,Other,0,1,CT
0,128.92,24000,37,34,5,18,186.16196090598822,5,819,Property,Y,Y,L,Own,LI,Bachelor,Major Loss,Other,0,0,CO
0,116.33,4000,54,98,5,15,34.38493939654431,5,825,Health,N,N,M,Rent,MI,High School,Major Loss,Police,1,1,AK
0,96.1,6000,28,80,7,12,62.434963579604585,5,1298,Motor,Y,Y,M,Own,LI,High School,Minor Loss,,1,0,KY
0,107.76,4000,36,91,2,9,37.11952487008166,5,823,Health,N,Y,M,Rent,LI,Bachelor,Total Loss,Police,0,1,CO
0,77.48,5000,39,51,6,1,64.53278265358801,2,3318,Travel,Y,Y,M,Rent,LI,High School,Total Loss,Ambulance,1,0,KY
1,94.66,5000,46,119,3,9,52.820621170504964,5,2364,Travel,Y,Y,L,Own,HI,College,Minor Loss,Ambulance,1,0,VT
0,7.16,100,59,93,6,9,13.966480446927374,0,1574,Mobile,N,Y,M,Rent,LI,High School,Minor Loss,Police,1,0,AR
0,98.98,36000,38,11,5,16,363.70984037179227,0,528,Life,Y,Y,L,Own,HI,PhD,Major Loss,Police,1,1,CA
0,141.91,17000,41,50,6,0,119.7942357832429,5,3236,Property,Y,N,M,Own,MI,High School,Major Loss,Police,1,1,DC
0,110.44,3000,42,67,7,19,27.164070988772185,1,396,Motor,Y,Y,M,Mortgage,HI,Bachelor,Total Loss,Ambulance,1,1,AZ
0,125.57,5000,50,80,4,23,39.81842796846381,5,1680,Health,Y,Y,M,Own,MI,MD,Minor Loss,Ambulance,0,1,TN
0,151.18,2000,38,33,6,6,13.229263130043655,5,1925,Health,Y,N,M,Own,LI,College,Minor Loss,Police,1,1,MD
0,181.48,10000,62,34,3,3,55.1024906325766,5,3026,Health,Y,N,M,Mortgage,MI,Masters,Minor Loss,Ambulance,1,0,AL
0,121.7,4000,46,101,4,8,32.86770747740345,5,531,Motor,N,Y,H,Mortgage,MI,Bachelor,Major Loss,Police,0,0,AR
0,114.12,5000,61,75,5,20,43.81352961794602,5,2651,Motor,N,Y,H,Rent,HI,High School,Total Loss,Other,1,0,MD
0,83.07,19000,57,64,7,20,228.72276393403155,5,3055,Property,Y,Y,L,Own,HI,Bachelor,Total Loss,Other,1,1,AZ
0,104.64,8000,56,23,6,1,76.4525993883792,3,1277,Motor,Y,Y,L,Own,MI,PhD,Total Loss,Ambulance,0,0,TN
0,97.13,6000,51,50,2,12,61.772881704931535,5,3029,Motor,Y,Y,L,Mortgage,LI,Bachelor,Major Loss,Other,0,0,AR
0,108.04,14000,55,62,4,1,129.5816364309515,1,3008,Property,N,Y,L,Own,LI,MD,Major Loss,,1,1,CO
0,69.61,5000,44,14,7,1,71.82876023559834,5,3247,Travel,Y,Y,L,Own,HI,College,Major Loss,Ambulance,0,0,VT
0,57.03,78000,26,55,5,11,1367.7012098895318,2,335,Life,Y,Y,L,Rent,HI,Bachelor,Major Loss,Police,1,0,KY
0,168.21,16000,60,53,6,10,95.11919624279174,5,1703,Health,Y,Y,M,Own,MI,College,Major Loss,Ambulance,1,1,CA
0,93.49,23000,31,43,7,23,246.01561664349128,5,2336,Property,N,Y,H,Rent,HI,Bachelor,Major Loss,Other,0,0,KY
0,117.76,5000,57,60,7,16,42.45923913043478,1,2531,Health,Y,Y,L,Mortgage,MI,MD,Total Loss,Ambulance,0,1,OK
0,7.05,300,61,72,2,17,42.5531914893617,5,2275,Mobile,N,Y,M,Mortgage,LI,Bachelor,Minor Loss,Ambulance,0,1,KY
0,124.09,25000,41,101,4,6,201.46667741155613,5,1026,Property,Y,Y,L,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,1,AZ
0,158.57,11000,51,40,3,23,69.3699943242732,3,2776,Property,Y,Y,L,Rent,MI,College,Minor Loss,Ambulance,1,1,OK
0,142.09,28000,62,36,2,23,197.05820254768105,0,1994,Property,N,Y,L,Rent,MI,Bachelor,Total Loss,Police,1,1,FL
0,81.75,1000,33,72,5,23,12.232415902140673,3,1982,Motor,Y,Y,L,Rent,HI,Bachelor,Major Loss,Police,1,0,DC
0,95.6,26000,64,15,6,20,271.96652719665275,2,1110,Property,Y,Y,M,Mortgage,MI,High School,Minor Loss,Police,1,1,AL
0,56.41,1000,42,94,2,6,17.727353306151393,0,605,Travel,Y,N,L,Own,LI,Bachelor,Total Loss,Ambulance,1,1,VT
0,66.0,5000,63,73,6,16,75.75757575757575,5,1062,Travel,Y,Y,L,Mortgage,LI,Bachelor,Minor Loss,Other,0,1,AK
0,169.13,6000,52,109,7,14,35.47566960326376,5,3268,Health,Y,Y,H,Mortgage,HI,Masters,Total Loss,Ambulance,1,1,CT
0,98.75,19000,52,27,2,19,192.40506329113924,3,3397,Life,N,Y,H,Rent,MI,MD,Major Loss,,1,1,AZ
0,90.83,4000,44,111,5,14,44.038313332599365,3,3505,Motor,Y,Y,H,Rent,HI,Masters,Major Loss,Police,1,0,GA
0,181.09,15000,50,8,3,4,82.83174112319841,0,2575,Health,Y,Y,L,Mortgage,HI,Masters,Minor Loss,Police,0,1,KY
0,137.71,8000,63,64,7,11,58.09309418342894,1,2392,Motor,Y,Y,L,Own,MI,,Major Loss,,1,0,DC
0,87.64,10000,53,97,7,12,114.10314924691922,2,3106,Motor,Y,Y,M,Mortgage,HI,Bachelor,Total Loss,Ambulance,0,1,GA
0,120.46,11000,36,42,5,15,91.31661962477172,5,2614,Health,Y,Y,M,Rent,LI,Bachelor,Total Loss,Other,1,0,GA
0,10.9,700,37,74,6,17,64.22018348623853,5,177,Mobile,Y,Y,L,Rent,LI,Bachelor,Major Loss,Ambulance,1,0,AR
0,108.84,4000,57,56,6,6,36.751194413818446,0,3467,Motor,Y,Y,M,Own,MI,MD,Minor Loss,,0,1,AL
0,126.27,16000,50,58,6,6,126.71259998416093,5,2724,Health,Y,Y,L,Rent,HI,College,Minor Loss,Ambulance,1,1,AR
0,76.45,1000,25,44,3,2,13.080444735120993,5,2136,Travel,N,Y,L,Rent,MI,High School,Major Loss,Ambulance,1,1,CT
0,9.5,300,64,93,5,4,31.57894736842105,5,1698,Mobile,Y,Y,M,Rent,MI,MD,Major Loss,Police,1,1,CT
0,128.02,15000,28,40,2,6,117.16919231370098,0,1763,Property,N,Y,L,Mortgage,MI,Bachelor,Minor Loss,Ambulance,1,0,CO
1,141.3,28000,52,115,2,15,198.1599433828733,2,1494,Property,N,Y,L,Mortgage,HI,College,Total Loss,Ambulance,1,0,AZ
1,87.56,11000,44,94,5,18,125.62814070351759,5,1067,Property,N,Y,L,Mortgage,MI,,Total Loss,,1,0,OK
0,104.97,1000,55,73,6,21,9.52653138992093,0,1094,Motor,N,Y,M,Mortgage,HI,Masters,Minor Loss,Ambulance,1,1,VT
0,75.21,4000,28,56,7,10,53.184416965829016,5,2573,Travel,Y,Y,L,Mortgage,HI,MD,Major Loss,Other,0,1,GA
0,9.89,400,39,47,3,3,40.44489383215369,3,1892,Mobile,Y,N,H,Rent,MI,College,Total Loss,Police,1,0,DC
0,62.99,2000,45,32,7,2,31.751071598666453,5,2633,Travel,Y,Y,M,Mortgage,MI,High School,Major Loss,Police,1,1,CA
0,101.29,4000,40,32,4,9,39.490571626024284,1,1497,Motor,N,Y,H,Own,MI,High School,Major Loss,Police,1,1,CO
0,121.21,7000,29,71,3,5,57.75101064268625,5,2738,Motor,Y,Y,L,Rent,MI,Masters,Minor Loss,,1,1,AR
0,157.08,5000,42,98,2,6,31.83091418385536,3,1954,Health,N,Y,H,Own,LI,Masters,Total Loss,Ambulance,0,1,AL
0,10.28,500,27,82,7,0,48.63813229571985,5,3586,Mobile,Y,Y,M,Own,HI,Bachelor,Total Loss,Ambulance,1,1,CA
0,126.97,5000,47,41,6,11,39.37938095613137,0,2531,Motor,Y,Y,H,Mortgage,HI,Masters,Major Loss,Ambulance,1,0,CA
0,56.77,5000,30,18,2,15,88.07468733485996,0,1185,Travel,N,Y,H,Rent,MI,High School,Minor Loss,,1,1,MD
0,10.66,100,55,72,2,14,9.380863039399625,3,2054,Mobile,Y,Y,L,Mortgage,MI,MD,Major Loss,,1,1,GA
0,159.35,25000,28,112,5,13,156.88735487919675,1,733,Property,Y,Y,L,Own,HI,Bachelor,Total Loss,,1,1,GA
0,104.23,1000,61,97,2,9,9.594166746618056,1,2856,Motor,N,Y,L,Mortgage,MI,Masters,Total Loss,,1,1,MD
0,7.24,300,49,82,3,5,41.43646408839779,5,382,Mobile,N,Y,M,Own,LI,Masters,Total Loss,,0,1,OK
0,9.31,600,32,95,7,6,64.44683136412459,1,1464,Mobile,Y,Y,M,Own,HI,High School,Minor Loss,Police,1,0,GA
0,104.1,6000,47,101,4,6,57.636887608069166,0,2051,Motor,Y,Y,L,Own,LI,Masters,Minor Loss,Police,0,1,CA
0,56.91,58000,51,104,4,20,1019.153048673344,2,2727,Life,N,Y,M,Own,MI,Bachelor,Total Loss,Ambulance,0,1,AL
0,183.36,6000,59,119,5,17,32.72251308900523,5,2912,Health,Y,Y,M,Rent,MI,High School,Minor Loss,Ambulance,1,0,AL
0,9.24,200,28,107,3,19,21.645021645021643,3,2565,Mobile,Y,Y,M,Rent,LI,Bachelor,Major Loss,Ambulance,0,1,MD
0,8.43,700,49,8,4,23,83.03677342823251,5,3577,Mobile,Y,Y,L,Rent,LI,Bachelor,Total Loss,Ambulance,0,0,GA
0,8.86,500,41,33,4,12,56.433408577878104,2,1832,Mobile,N,Y,L,Rent,HI,Bachelor,Minor Loss,,0,1,VT
0,84.51,11000,40,74,4,22,130.16211099278192,5,705,Property,Y,Y,L,Mortgage,MI,Bachelor,Minor Loss,,0,0,CA
0,139.24,4000,47,39,3,1,28.72737719046251,5,2145,Motor,N,Y,L,Own,MI,Bachelor,Minor Loss,Ambulance,1,1,AL
0,195.7,5000,52,78,7,15,25.54931016862545,1,2280,Health,Y,Y,M,Mortgage,HI,,Total Loss,Ambulance,1,1,AZ
0,135.65,10000,60,66,3,23,73.71913011426464,5,2480,Health,Y,Y,M,Own,HI,Bachelor,Total Loss,,1,1,KY
0,94.8,4000,53,114,2,1,42.19409282700422,0,1223,Travel,Y,Y,M,Rent,HI,College,Major Loss,Police,0,1,AK
0,11.32,600,35,96,3,19,53.003533568904594,0,2772,Mobile,Y,Y,L,Mortgage,MI,Bachelor,Major Loss,Police,1,0,VT
0,94.03,19000,36,102,6,16,202.0631713282995,3,1213,Property,Y,Y,M,Own,LI,,Major Loss,Ambulance,0,1,DC
0,8.38,700,46,119,5,16,83.53221957040572,5,2592,Mobile,N,Y,M,Rent,MI,High School,Minor Loss,Police,1,1,AL
0,193.07,15000,47,98,3,8,77.69202879784534,0,1027,Health,N,Y,M,Rent,HI,High School,Major Loss,Police,1,1,CA
0,141.39,12000,36,74,3,7,84.87163165711861,3,1901,Health,Y,Y,L,Own,MI,Bachelor,Minor Loss,Other,1,1,CO
0,57.19,47000,37,34,4,17,821.8219968525966,0,899,Life,Y,Y,M,Mortgage,HI,High School,Total Loss,Police,1,1,CT
0,108.51,32000,30,103,3,3,294.90369551193436,0,653,Property,N,Y,M,Mortgage,HI,High School,Major Loss,Ambulance,0,1,TN
0,102.47,18000,37,8,7,12,175.66116912267006,0,3110,Health,N,Y,M,Mortgage,MI,,Total Loss,Other,0,1,MD
